simulation_mode,ticks,who,breed,energy,wealth,operational_capacity,operational_cost,production_rate,environmental_concern,economic_priority,innovation_level,cooperation_tendency,byproduct_utilization,capacity_utilization,region_type,resource_type,resource_quality,pollution_level,residue_generated_type,residue_used_type,reputation,network_position
0,34,9,wastefuls,6.31,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,34,2,recyclers,5.07,60,13,1.99,0.97,0.82,0.5,0.96,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.55,0
0,35,7,wastefuls,5.99,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,35,6,wastefuls,9.97,90,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,35,5,wastefuls,10.45,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,35,3,recyclers,7.12,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,35,1,recyclers,6.93,40,19,1.2,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.18,0
0,35,4,recyclers,6.26,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,35,9,wastefuls,6.26,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,35,0,recyclers,8.11,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,35,8,wastefuls,13.49,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,35,2,recyclers,9.98,50,13,1.99,0.97,0.82,0.5,0.96,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.55,0
0,36,9,wastefuls,6.21,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,36,1,recyclers,6.89,40,19,1.2,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.18,0
0,36,0,recyclers,7.97,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,36,6,wastefuls,9.89,90,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,36,5,wastefuls,7.38,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,36,2,recyclers,9.89,50,13,1.99,0.97,0.82,0.5,0.96,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.55,0
0,36,3,recyclers,7.07,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,36,8,wastefuls,10.45,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,36,4,recyclers,6.2,40,17,1.8,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.21,0
0,36,7,wastefuls,7.83,70,39.09,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,69,high-toxicity,none,0.56,0
0,37,1,recyclers,6.84,40,19,1.2,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.18,0
0,37,7,wastefuls,7.67,70,39.09,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,69,high-toxicity,none,0.56,0
0,37,4,recyclers,6.14,40,17,1.8,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.21,0
0,37,3,recyclers,7.03,50,19,1.26,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.98,0
0,37,5,wastefuls,7.31,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,37,8,wastefuls,10.41,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,37,0,recyclers,7.83,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,37,9,wastefuls,8.11,80,27.92,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,51,high-toxicity,none,0.19,0
0,37,2,recyclers,9.79,50,13,1.99,0.97,0.82,0.5,0.96,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.55,0
0,37,6,wastefuls,6.8,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,38,3,recyclers,6.99,50,19,1.26,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.98,0
0,38,8,wastefuls,10.36,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,38,2,recyclers,9.71,40,13,1.89,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.57,0
0,38,0,recyclers,7.7,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,38,5,wastefuls,7.24,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,38,7,wastefuls,9.51,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,38,6,wastefuls,6.72,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,38,1,recyclers,6.79,40,19,1.2,0.83,0.98,0.64,1,0.6,1,0.78,industrial,new,low,12,low-toxicity,mixed,1.18,0
0,38,4,recyclers,6.08,40,17,1.8,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.21,0
0,38,9,wastefuls,8.01,80,27.92,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,51,high-toxicity,none,0.19,0
0,39,4,recyclers,6.02,40,17,1.8,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.21,0
0,39,2,recyclers,9.62,40,13,1.89,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.57,0
0,39,7,wastefuls,9.34,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,39,6,wastefuls,6.64,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,39,1,recyclers,6.75,30,19,1.14,0.83,0.98,0.64,1,0.6,1,0.78,industrial,new,low,12,low-toxicity,mixed,1.2,0
0,39,5,wastefuls,7.17,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,39,0,recyclers,7.56,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,39,8,wastefuls,10.32,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,39,3,recyclers,6.95,50,19,1.26,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.98,0
0,39,9,wastefuls,7.91,80,27.92,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,51,high-toxicity,none,0.19,0
0,40,1,recyclers,6.7,30,19,1.14,0.83,0.98,0.64,1,0.6,1,0.78,industrial,new,low,12,low-toxicity,mixed,1.2,0
0,40,4,recyclers,5.96,40,17,1.8,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.21,0
0,40,8,wastefuls,10.28,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,40,0,recyclers,7.43,50,17,2.65,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.69,0
0,40,2,recyclers,9.54,30,13,1.8,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.59,0
0,40,5,wastefuls,7.1,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,40,9,wastefuls,9.81,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,40,7,wastefuls,9.18,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,40,6,wastefuls,6.55,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,40,3,recyclers,6.91,40,19,1.2,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1,0
0,41,1,recyclers,6.66,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,new,low,12,low-toxicity,mixed,1.22,0
0,41,2,recyclers,9.45,30,13,1.8,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.59,0
0,41,6,wastefuls,6.47,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,41,8,wastefuls,10.24,100,29.55,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,36,high-toxicity,none,0.51,0
0,41,0,recyclers,7.3,40,17,2.52,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.71,0
0,41,7,wastefuls,9.02,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,41,5,wastefuls,7.03,100,33.77,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,46,high-toxicity,none,0.07,0
0,41,4,recyclers,5.9,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,41,3,recyclers,6.87,40,19,1.2,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1,0
0,41,9,wastefuls,9.7,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,42,2,recyclers,9.37,30,13,1.8,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.59,0
0,42,6,wastefuls,6.38,90,31.03,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,43,high-toxicity,none,0.5,0
0,42,9,wastefuls,9.6,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,42,4,recyclers,5.84,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,42,5,wastefuls,8.91,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,42,0,recyclers,7.18,40,17,2.52,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.71,0
0,42,1,recyclers,6.62,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,new,low,12,low-toxicity,mixed,1.22,0
0,42,7,wastefuls,8.85,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,42,8,wastefuls,7.2,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,42,3,recyclers,6.83,40,19,1.2,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1,0
0,43,4,recyclers,5.79,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,43,3,recyclers,6.8,40,19,1.2,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1,0
0,43,9,wastefuls,9.49,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,43,0,recyclers,7.05,40,17,2.52,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.71,0
0,43,6,wastefuls,8.3,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,43,2,recyclers,9.29,30,13,1.8,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.59,0
0,43,7,wastefuls,8.69,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,43,8,wastefuls,7.15,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,43,5,wastefuls,8.78,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,43,1,recyclers,10.58,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.22,0
0,44,9,wastefuls,9.39,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,44,4,recyclers,5.73,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,44,8,wastefuls,7.11,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,44,7,wastefuls,8.52,60,41.05,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,74,high-toxicity,none,0.56,0
0,44,6,wastefuls,8.22,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,44,1,recyclers,10.54,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.22,0
0,44,5,wastefuls,8.66,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,44,3,recyclers,6.76,40,19,1.2,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1,0
0,44,2,recyclers,9.21,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,44,0,recyclers,6.93,40,17,2.52,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.71,0
0,45,3,recyclers,6.72,30,19,1.14,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1.02,0
0,45,7,wastefuls,5.36,60,43.1,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,79,high-toxicity,none,0.56,0
0,45,5,wastefuls,8.54,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,45,4,recyclers,5.67,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,45,6,wastefuls,8.13,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,45,0,recyclers,6.81,40,17,2.52,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.71,0
0,45,9,wastefuls,9.28,70,29.32,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,56,high-toxicity,none,0.19,0
0,45,2,recyclers,9.13,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,45,1,recyclers,10.49,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.22,0
0,45,8,wastefuls,7.07,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,46,4,recyclers,5.62,30,17,1.71,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.23,0
0,46,1,recyclers,10.45,20,19,1.08,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.22,0
0,46,9,wastefuls,6.17,70,30.79,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,61,high-toxicity,none,0.19,0
0,46,2,recyclers,9.05,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,46,0,recyclers,6.69,30,17,2.39,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.73,0
0,46,6,wastefuls,8.05,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,46,7,wastefuls,5.19,60,43.1,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,79,high-toxicity,none,0.56,0
0,46,8,wastefuls,7.03,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,46,3,recyclers,6.68,30,19,1.14,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1.02,0
0,46,5,wastefuls,8.42,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,47,2,recyclers,8.97,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,47,6,wastefuls,7.96,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,47,0,recyclers,6.57,30,17,2.39,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.73,0
0,47,7,wastefuls,5.02,60,43.1,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,79,high-toxicity,none,0.56,0
0,47,3,recyclers,6.65,30,19,1.14,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1.02,0
0,47,8,wastefuls,6.99,100,31.03,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,41,high-toxicity,none,0.51,0
0,47,4,recyclers,5.56,20,17,1.62,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.25,0
0,47,9,wastefuls,6.06,70,30.79,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,61,high-toxicity,none,0.19,0
0,47,5,wastefuls,8.3,90,35.46,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,51,high-toxicity,none,0.07,0
0,47,1,recyclers,5.41,20,19,1.03,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.24,0
0,48,3,recyclers,6.61,20,19,1.08,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1.04,0
0,48,5,wastefuls,5.17,90,37.23,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,56,high-toxicity,none,0.07,0
0,48,6,wastefuls,7.88,80,32.58,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,48,high-toxicity,none,0.5,0
0,48,1,recyclers,5.37,20,19,1.03,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.24,0
0,48,9,wastefuls,5.96,70,30.79,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,61,high-toxicity,none,0.19,0
0,48,0,recyclers,6.45,30,17,2.39,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.73,0
0,48,8,wastefuls,8.94,90,32.58,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,46,high-toxicity,none,0.51,0
0,48,2,recyclers,8.89,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,48,4,recyclers,5.51,20,17,1.62,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.25,0
0,48,7,wastefuls,9.85,50,43.1,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,79,high-toxicity,none,0.56,0
0,49,1,recyclers,5.33,20,19,1.03,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,high,12,low-toxicity,mixed,1.24,0
0,49,0,recyclers,6.33,30,17,2.39,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.73,0
0,49,5,wastefuls,5.04,90,37.23,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,56,high-toxicity,none,0.07,0
0,49,8,wastefuls,8.9,90,32.58,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,46,high-toxicity,none,0.51,0
0,49,7,wastefuls,9.68,50,43.1,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,79,high-toxicity,none,0.56,0
0,49,2,recyclers,8.81,20,13,1.71,0.97,0.82,0.5,1,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.61,0
0,49,3,recyclers,6.58,20,19,1.08,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,1.04,0
0,49,4,recyclers,5.45,20,17,1.62,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.25,0
0,49,9,wastefuls,5.85,70,30.79,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,61,high-toxicity,none,0.19,0
0,49,6,wastefuls,9.74,70,34.21,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,53,high-toxicity,none,0.5,0
